nutrition_id,ingredient_id,ingredient_name,representative_food_name,standard_amount,energy_kcal,water_g,protein_g,fat_g,ash_g,carbohydrate_g,sugar_g,fiber_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,cholesterol_mg,saturated_fat_g,trans_fat_g
nutrition_0334,ingredient_0335,다시마,다시마류,100g,12,91.0,1.1,0.2,3.5,4.2,3.6,0.6,103,2.4,23.0,,,,,
nutrition_0335,ingredient_0336,돌김,김,100g,550.000,,20.0,45.0,,25.0,0.0,,,,,,"2,000.000",,10.0,5.0
nutrition_0336,ingredient_0337,매생이,매생이,100g,43,84.3,3.88,3.29,0.34,8.19,0.07,6.5,91,18.3,97.0,263,104,,0.13,0.11
nutrition_0337,ingredient_0338,미역,미역류,100g,14,91.3,1.96,0.18,2.11,4.45,,,,,,,,,,
nutrition_0338,ingredient_0339,파래,파래류,100g,17.0,88.8,2.71,0.28,3.23,4.94,,,,,,,,,,
nutrition_0339,ingredient_0340,달걀,달걀,100g,136.000,77.1,12.91,8.25,0.95,0.79,0.11,0.0,47.00,1.92,173.0,127.000,139.000,1.04,303.31,2.58
nutrition_0340,ingredient_0341,메추리알,메추리알,100g,146.000,75.4,12.8,9.02,1.1,1.66,0.0,0.0,59.00,2.49,222.0,154.000,137.000,1.78,400.96,2.85
nutrition_0341,ingredient_0342,닭가슴살,닭고기,100g,106.0,76.2,22.97,0.97,1.13,0.0,0.0,0.0,4.0,0.28,251.0,371.0,45.0,0.0,56.11,0.37
nutrition_0342,ingredient_0343,닭고기,닭고기,100g,109.000,73.4,23.69,1.57,1.17,0.14,0.0,0.1,4.00,0.36,173.0,129.000,332.000,0.0,83.9,0.56
nutrition_0343,ingredient_0344,닭날개,양념육,100g,200.000,,14.0,13.0,,8.0,2.0,,,,,,560.000,,90.0,3.1
nutrition_0344,ingredient_0345,닭다리살,닭고기,100g,109.000,73.4,23.69,1.57,1.17,0.14,0.0,0.1,4.00,0.36,173.0,129.000,332.000,0.0,83.9,0.56
nutrition_0345,ingredient_0346,닭안심,양념육,100g,94.00,,21.9,0.7,,0.1,0.0,,,,,,215.000,,56.7,0.2
nutrition_0346,ingredient_0347,오리,오리고기,100g,249.000,64.6,16.63,18.99,0.72,0.0,0.0,0.0,16.00,1.56,155.0,215.000,70.00,1.97,91.45,6.17
nutrition_0347,ingredient_0348,돼지갈비,양념육,100g,158.000,,15.0,7.0,,10.0,4.0,,,,,,355.000,,40.0,1.4
nutrition_0348,ingredient_0349,돼지고기,돼지고기,100g,203,66.5,19.45,12.84,0.97,0.0,0.0,0.0,6,0.6,186.0,318,50,63.17,4.84,0.07
nutrition_0349,ingredient_0350,돼지등갈비,양념육,100g,100.000,,1.1,11.8,,0.0,0.0,,,,,,4.00,,62.9,11.5
nutrition_0350,ingredient_0351,돼지목살,기타 식육가공품,100g,222.000,,24.9,12.7,,0.0,0.0,,,,,,77.00,,83.0,5.0
nutrition_0351,ingredient_0352,돼지삼겹살,돼지고기,100g,372.0,52.2,13.9,33.31,0.73,0.0,0.0,0.0,8.0,0.49,147.0,239.0,56.0,0.71,69.73,13.27
nutrition_0352,ingredient_0353,돼지항정살,돼지고기,100g,307.0,57.6,17.98,24.52,0.86,0.0,0.0,0.0,4.0,0.39,152.0,282.0,50.0,0.86,63.25,5.74
nutrition_0353,ingredient_0354,등심,소고기,100g,313,55.3,15.61,26.3,0.69,0.0,0.0,0.0,11,2.24,147.0,241,56,78.96,10.83,0.78
nutrition_0354,ingredient_0355,소고기,소고기,100g,269,60.1,17.88,20.6,0.78,0.0,0.0,0.0,5,2.65,150.0,267,51,60.68,6.11,0.35
nutrition_0355,ingredient_0356,소부채살,소고기,100g,285.0,59.3,17.02,22.64,0.72,0.0,0.0,0.0,4.0,2.56,138.0,239.0,51.0,0.0,60.3,7.48
nutrition_0356,ingredient_0357,소살치살,소고기,100g,319,55.9,16.68,26.39,0.74,0.0,0.0,0.0,3,2.54,144.0,232,47,72.27,8.89,0.44
nutrition_0357,ingredient_0358,소안심,소고기,100g,268.0,63.8,17.4,20.63,0.65,0.0,0.0,0.0,4.0,2.67,151.0,268.0,42.0,0.0,56.45,7.61
nutrition_0358,ingredient_0359,소우둔살,소고기,100g,166,69.0,23.08,7.29,0.96,0.0,0.0,0.0,5,2.67,198.0,327,51,58.34,3.05,0.14
nutrition_0359,ingredient_0360,소채끝살,소고기,100g,126,76.2,17.1,5.6,0.9,0.2,,,11,2.2,111.0,261,63,,,
nutrition_0360,ingredient_0361,소홍두깨살,소고기,100g,146,71.4,22.66,5.38,1.04,0.0,0.0,0.0,5,2.21,211.0,367,46,51.94,2.2,0.11
nutrition_0361,ingredient_0362,육우차돌박이,소고기,100g,408,47.4,16.45,35.94,0.55,0.0,0.0,0.0,7,1.43,106.0,171,66,90.45,12.18,0.69
nutrition_0362,ingredient_0363,한우양지,양념육,100g,213.000,,25.04,12.31,,0.45,0.0,,,,,,22.00,,59.29,4.53
nutrition_0363,ingredient_0364,가염버터,버터,100g,777.000,16.1,0.85,81.1,2.11,0.06,0.06,0.0,24.00,0.02,24.0,24.00,643.000,0.0,215.0,51.4
nutrition_0364,ingredient_0365,그라다파다노치즈,치즈,100g,393.000,,33.0,29.0,,0.0,0.0,,,,,,590.000,,98.3,18.0
nutrition_0365,ingredient_0366,리코타치즈,치즈,100g,159.000,72.9,7.1,11.5,1.7,6.7,,0.0,340.000,0.1,200.0,210.000,160.000,0.0,57.0,
nutrition_0366,ingredient_0367,마스카포네치즈,치즈,100g,395.000,,4.0,41.0,,2.5,2.5,,,,,,80.00,,0.0,29.0
nutrition_0367,ingredient_0368,모짜렐라치즈,치즈,100g,236.000,61.4,17.34,16.49,1.59,3.15,1.06,0.0,365.000,0.07,273.0,50.00,243.000,0.0,53.86,11.11
nutrition_0368,ingredient_0369,무염버터,버터,100g,749.000,15.3,0.73,82.22,0.26,1.22,1.11,0.0,16.00,0.03,19.0,29.00,13.00,0.0,266.67,60.0
nutrition_0369,ingredient_0370,사워크림,농후발효유,100mL,185.000,,3.0,16.0,,7.0,3.0,,,,,,35.00,,10.0,9.0
nutrition_0370,ingredient_0371,생크림,유크림,100mL,378.000,54.9,2.0,38.0,0.24,7.0,2.0,0.0,63.00,0.04,57.0,91.00,25.00,0.0,100.0,23.0
nutrition_0371,ingredient_0372,슈레드피자치즈,치즈,100g,280.000,,24.0,19.0,,4.0,1.0,,,,,,324.000,,67.0,14.0
nutrition_0372,ingredient_0373,스트링치즈,치즈,100g,236.000,61.4,17.34,16.49,1.59,3.15,1.06,0.0,365.000,0.07,273.0,50.00,243.000,0.0,53.86,11.11
nutrition_0373,ingredient_0374,연유,연유,100mL,378.000,74.5,2.0,38.0,1.09,7.0,3.0,0.0,165.000,0.28,158.0,226.000,25.00,6.96,100.0,23.0
nutrition_0374,ingredient_0375,요구르트,발효유,100mL,105.000,,1.5,0.0,,25.5,16.15,,,,,,23.00,,0.0,0.0
nutrition_0375,ingredient_0376,우유,우유,100g,67.0,87.6,3.09,3.85,0.65,4.86,4.81,0.0,118.0,0.03,104.0,162.0,40.0,0.0,10.13,2.17
nutrition_0376,ingredient_0377,체다치즈,치즈,100g,298.000,49.3,18.76,21.3,4.47,6.17,0.24,0.0,626.000,0.09,857.0,62.00,928.000,0.0,64.62,14.46
nutrition_0377,ingredient_0378,크림치즈,기타 소스류,100g,140.000,,15.0,5.0,,15.0,5.0,,,,,,"1,466.000",,2.0,2.0
nutrition_0378,ingredient_0379,파마산치즈,치즈,100g,385.000,22.65,13.0,12.0,7.18,56.0,13.0,0.0,853.000,0.49,627.0,180.000,"2,520.000",0.5,30.0,7.0
nutrition_0379,ingredient_0380,플레인요구르트,발효유,100mL,95.00,,3.0,2.8,,15.0,4.0,,,,,,50.00,,10.0,2.0
nutrition_0380,ingredient_0381,휘핑크림,유크림,100g,338.0,,2.4,35.1,,3.1,3.1,,,,,,32.0,,98.0,22.0
nutrition_0381,ingredient_0382,돈가스,돈가스,100g,280.000,50.7,13.85,17.94,1.65,15.89,4.99,0.3,34.00,0.96,188.0,224.000,343.000,0.0,26.48,3.16
nutrition_0382,ingredient_0383,떡갈비,떡갈비,100g,202.000,62.4,21.38,11.82,1.93,2.46,0.4,1.1,22.00,2.9,170.0,299.000,404.000,0.0,68.04,4.29
nutrition_0383,ingredient_0384,베이컨,베이컨,100g,266.000,58.5,16.58,21.6,2.17,1.2,1.14,0.0,6.00,0.54,206.0,222.000,662.000,0.58,54.69,8.01
nutrition_0384,ingredient_0385,소시지,소시지,100g,467.000,23.5,26.7,42.0,5.3,2.6,1.9,0.0,27.00,2.6,250.0,430.000,"1,700.000",0.5,95.0,15.61
nutrition_0385,ingredient_0386,순대,순대,100g,187.000,56.2,2.75,3.64,1.72,35.73,1.39,1.9,17.00,3.33,55.0,33.00,604.000,0.0,26.24,1.12
nutrition_0386,ingredient_0387,스팸,햄,100g,234.000,61.8,15.11,18.02,2.33,2.77,1.92,0.0,26.00,0.63,204.0,339.000,628.000,0.51,46.13,6.08
nutrition_0387,ingredient_0388,햄,햄,100g,234.000,61.8,15.11,18.02,2.33,2.77,1.92,0.0,26.00,0.63,204.0,339.000,628.000,0.51,46.13,6.08
nutrition_0388,ingredient_0389,훈제오리,햄,100g,319.000,50.6,17.22,25.63,1.73,4.83,0.11,0.5,15.00,0.0,249.0,199.000,488.000,,68.4,6.39
nutrition_0389,ingredient_0390,그레나딘시럽,그레나딘향 시럽,100mL,345.000,,0.0,0.0,,84.0,84.0,,,,,,5.00,,0.0,0.0
nutrition_0390,ingredient_0391,뉴슈가,설탕_백설탕,100g,387,0.0,0.0,0.01,0.03,99.96,99.7,0.0,4,0.13,0.0,1.0,1,0.0,0.01,0.0
nutrition_0391,ingredient_0392,라즈베리시럽,라즈베리시럽,100mL,350.000,,0.2,0.0,,86.9,63.4,,,,,,0.00,,0.0,0.0
nutrition_0392,ingredient_0393,머스코바도,다크 머스코바도 베이스,100g,380.000,,0.0,0.0,,95.0,81.0,,,,,,17.00,,0.0,0.0
nutrition_0393,ingredient_0394,메이플시럽,메이플시럽,100g,260.000,32.4,0.04,0.06,0.47,67.04,60.46,0.0,102.000,0.11,2.0,212.0,12.00,0.0,0.0,0.0
nutrition_0394,ingredient_0395,바닐라시럽,바닐라시럽,100g,259.000,,0.03,0.03,,64.91,61.88,0.4,2.00,,,15.0,13.00,,0.0,0.0
nutrition_0395,ingredient_0396,버터스카치시럽,버터스카치향 시럽,100mL,324.000,,0.0,0.0,,81.0,80.0,,,,,,1.00,,0.0,0.0
nutrition_0396,ingredient_0397,블루큐라소시럽,블루큐라소시럽,100g,264.000,,0.03,0.04,,65.92,65.6,0.2,3.00,,,15.0,2.00,,0.0,0.0
nutrition_0397,ingredient_0398,삼성당,설탕_백설탕,100g,387,0.0,0.0,0.01,0.03,99.96,99.7,0.0,4,0.13,0.0,1.0,1,0.0,0.01,0.0
nutrition_0398,ingredient_0399,설탕시럽,흑설탕시럽,100g,294.000,,0.0,0.7,,71.9,71.9,,,,,,20.00,,0.0,0.0
nutrition_0399,ingredient_0400,솔티드카라멜시럽,솔티드 카라멜 시럽,100mL,320.000,,0.0,0.0,,80.0,80.0,,,,,,399.000,,0.0,0.0
nutrition_0400,ingredient_0401,아가베시럽,아가베시럽,100g,310.000,22.9,0.09,0.45,0.14,76.4,68.0,0.2,1.00,0.09,1.0,4.0,4.00,17.0,0.0,0.0
nutrition_0401,ingredient_0402,얼그레이시럽,얼그레이시럽,100mL,321.000,,0.21,0.0,,80.05,76.35,,2.00,0.05,,26.0,208.000,,0.0,0.0
nutrition_0402,ingredient_0403,요리당,꽃샘 요리당,100g,300.000,,0.0,0.0,,75.0,75.0,,,,,,0.00,,0.0,0.0
nutrition_0403,ingredient_0404,원당,원당,100g,300.000,,0.0,0.0,,100.0,100.0,,,,,,0.00,,,0.0
nutrition_0404,ingredient_0405,청귤청,청귤청,100g,300.000,,1.0,0.9,,72.0,57.0,,,,,,10.00,,0.0,0.0
nutrition_0405,ingredient_0406,초코시럽,초코시럽,100g,245.000,30.0,2.0,0.0,0.7,59.0,57.0,,7.00,3.6,64.0,132.0,60.00,0.0,,
nutrition_0406,ingredient_0407,카라멜시럽,카라멜시럽,100g,259.000,,0.0,0.04,,64.63,60.9,0.4,2.00,,,15.0,1.00,,0.0,0.0
nutrition_0407,ingredient_0408,카라멜피넛시럽,카라멜시럽,100g,259.000,,0.0,0.04,,64.63,60.9,0.4,2.00,,,15.0,1.00,,0.0,0.0
nutrition_0408,ingredient_0409,코코넛시럽,코코넛 시럽,100mL,336.000,,0.0,0.0,,84.0,84.0,,,,,,0.00,,0.0,0.0
nutrition_0409,ingredient_0410,팝콘시럽,팝콘 향 시럽,100mL,328.000,,0.0,0.0,,82.0,82.0,,,,,,1.00,,0.0,0.0
nutrition_0410,ingredient_0411,헤이즐넛시럽,헤이즐넛시럽,100g,273.000,,0.03,0.06,,68.08,65.17,0.0,2.00,0.01,,16.0,24.00,,0.0,0.0
nutrition_0411,ingredient_0412,동부묵,동부묵,100g,41.00,,0.0,0.2,,9.9,0.2,,,,,,58.00,,0.0,0.0
nutrition_0412,ingredient_0413,두부면,두부면,100g,240.000,,25.11,13.0,,7.0,0.0,,,,,,25.00,,0.0,0.93
nutrition_0413,ingredient_0414,비지,비지,100g,51.00,88.9,4.0,1.93,0.51,4.61,0.5,4.0,34.00,1.2,17.0,133.0,1.00,0.0,0.0,0.24
nutrition_0414,ingredient_0415,우무묵,우무묵,100g,4.00,99.0,0.0,0.0,0.1,1.0,0.0,0.0,10.00,0.3,3.0,,9.00,0.0,,0.0
nutrition_0415,ingredient_0416,유부초밥,유부초밥,100g,195.000,,9.0,6.0,,26.0,14.0,,,,,,640.000,,0.0,1.7
nutrition_0416,ingredient_0417,콩비지,콩비지,100g,75.00,,6.0,4.2,,5.0,1.0,,,,,,10.00,,0.0,0.6
nutrition_0417,ingredient_0418,포두부,포두부,100g,251.000,,24.0,14.0,,8.0,0.0,,,,,,2.00,,0.0,2.0
nutrition_0418,ingredient_0419,푸주,푸주,100g,745.000,,70.0,32.0,,44.2,0.0,0.0,,,,,124.000,,0.0,6.0
nutrition_0419,ingredient_0420,한천가루,우뭇가사리류_우뭇가사리_줄기_한천(우무를 말린것)_대표_평균,100g,154,20.1,2.3,0.1,2.9,74.6,74.6,0.0,523,7.8,16.0,,,,,
nutrition_0420,ingredient_0421,고추절임,고추절임,100g,31.00,,1.1,0.0,,6.6,0.0,,,,,,"3,600.000",,0.0,0.0
nutrition_0421,ingredient_0422,깍두기 국물,깍두기,100g,33.00,90.5,1.56,1.06,2.6,4.24,2.54,2.1,45.00,0.28,36.0,283.0,808.000,0.0,3.06,0.04
nutrition_0422,ingredient_0423,낙지젓갈,낙지젓갈,100g,175.000,,9.0,2.6,,29.0,10.0,,,,,,860.000,,90.0,0.4
nutrition_0423,ingredient_0424,멸치젓,멸치젓,100g,25.00,,5.0,0.1,,1.0,0.0,,,,,,"5,000.000",,0.0,0.0
nutrition_0424,ingredient_0425,명이나물,명이나물,100g,64.00,,2.86,0.71,,11.43,4.29,,,,,,911.000,,0.0,0.14
nutrition_0425,ingredient_0426,무나물,무나물,100g,70.00,,1.4,4.1,,7.8,2.3,,,,,,390.000,,0.0,0.6
nutrition_0426,ingredient_0427,무말랭이김치,무말랭이,100g,87.00,,1.34,2.55,,14.71,1.39,,,,,,331.000,,0.0,0.0
nutrition_0427,ingredient_0428,백김치,김치국물,100g,20.00,,1.0,0.25,,3.0,2.0,,,,,,500.000,,0.0,0.0
nutrition_0428,ingredient_0429,소라젓,소라무침,100g,123.000,,14.0,2.3,,12.0,3.0,,,,,,735.000,,72.0,0.5
nutrition_0429,ingredient_0430,조개젓,조개젓,100g,98.00,,6.9,0.74,,16.03,9.22,,,,,,"2,846.000",,26.57,0.22
nutrition_0430,ingredient_0431,짜사이,짜사이,100g,10.00,,1.5,0.0,,1.0,0.0,,,,,,"4,720.000",,0.0,0.0
nutrition_0431,ingredient_0432,창난젓,창난젓,100g,70.00,,8.0,1.3,,7.0,3.0,,,,,,"1,960.000",,115.0,0.0
nutrition_0432,ingredient_0433,피클초,피클초,100mL,138.000,,0.1,0.0,,34.3,29.8,,,,,,"1,400.000",,0.0,0.0
nutrition_0433,ingredient_0434,마늘가루,마늘_ 가루,100g,342,9.8,6.5,5.2,8.7,69.8,,,1700,110.0,85.0,980.0,13,0.0,1.91,
nutrition_0434,ingredient_0435,메주가루,메주가루,100g,433.000,,38.9,17.0,,31.2,0.5,,,,,,120.000,,0.0,2.9
nutrition_0435,ingredient_0436,보리가루,보리가루,100g,381.000,,11.0,2.0,,80.0,2.0,,,,,,5.00,,0.0,0.6
nutrition_0436,ingredient_0437,보리떡용가루,보리떡용 가루,100g,370.000,,8.0,1.5,,81.0,25.0,,,,,,880.000,,0.0,0.0
nutrition_0437,ingredient_0438,산초가루,산초_ 가루,100g,349,9.7,18.62,0.98,4.25,66.44,2.87,1.3,63,4.48,405.0,1420.0,28,0.0,0.22,0.03
nutrition_0438,ingredient_0439,선인장가루,선인장_보검선인장_열매_생것,100g,83,78.4,0.97,0.19,1.09,19.35,2.53,12.4,157,0.45,27.0,286.0,23,0.0,0.04,0.0
nutrition_0439,ingredient_0440,쌀가루,쌀가루,100g,600.000,,25.0,45.0,,24.0,2.0,,,,,,10.00,,0.0,4.0
nutrition_0440,ingredient_0441,아몬드가루,아몬드,100g,544.000,,17.0,37.0,,40.0,28.0,,,,,,0.00,,0.0,2.9
nutrition_0441,ingredient_0442,제피가루,산초_ 가루,100g,349,9.7,18.62,0.98,4.25,66.44,2.87,1.3,63,4.48,405.0,1420.0,28,0.0,0.22,0.03
nutrition_0442,ingredient_0443,파프리카가루,파프리카_ 가루,100g,520,6.3,5.7,38.5,2.0,47.5,,,160,2.5,210.0,430.0,15,0.0,11.31,
nutrition_0443,ingredient_0444,파프리카파우더,파프리카_ 가루,100g,520,6.3,5.7,38.5,2.0,47.5,,,160,2.5,210.0,430.0,15,0.0,11.31,
nutrition_0444,ingredient_0445,표고버섯가루,표고버섯가루,100g,370.000,,20.11,2.48,,66.92,0.27,,,,,,49.00,,0.0,0.39
nutrition_0445,ingredient_0446,핫케이크가루,핫케이크/가루,100g,358.000,8.9,6.0,0.76,2.4,81.6,15.2,,102.000,0.4,237.0,144.0,328.000,0.0,,2.0
nutrition_0446,ingredient_0447,국수,국수_생것,100g,291,30.5,7.25,0.87,1.29,60.09,7.39,1.8,13,0.4,49.0,93.0,395,0.0,0.25,0.0
nutrition_0447,ingredient_0448,꽃빵,꽃빵,100g,280.000,70.6,8.0,1.9,,58.0,5.0,0.7,142.000,1.57,90.0,71.0,27.00,0.0,0.3,0.0
nutrition_0448,ingredient_0449,냉면,냉면,100g,460.000,,13.4,2.4,,96.4,0.0,,,,,,82.00,,0.0,0.0
nutrition_0449,ingredient_0450,냉면사리,냉면사리,100g,216.000,,6.88,0.69,,45.0,0.0,,,,,,225.000,,0.0,0.19
nutrition_0450,ingredient_0451,도삭면,도삭면,100g,267.000,,7.0,0.8,,58.0,3.9,,,,,,657.000,,0.0,0.3
nutrition_0451,ingredient_0452,도토리면,도토리 국수_말린것,100g,343,10.9,12.4,0.7,3.8,72.2,,,86,2.3,123.0,258.0,517,,,
nutrition_0452,ingredient_0453,라면사리,라면사리,100g,436.000,,8.18,14.55,,68.18,0.0,,134.000,,,,409.000,,0.0,7.27
nutrition_0453,ingredient_0454,라이스페이퍼,라이스페이퍼,100g,340.000,,0.5,0.0,,85.0,4.0,,,,,,390.000,,0.0,0.0
nutrition_0454,ingredient_0455,버미셀리,버미셀리,100g,507.000,,6.0,24.5,,66.0,23.0,,,,,,253.000,,99.0,13.5
nutrition_0455,ingredient_0456,사리곰탕면,사리곰탕면,100g,445.000,,10.91,14.55,,67.27,2.73,,135.000,,,,"1,545.000",,0.0,7.27
nutrition_0456,ingredient_0457,소바면,차소바면,100g,287.000,,10.4,1.6,,57.8,0.8,,,,,,44.00,,5.0,0.2
nutrition_0457,ingredient_0458,옥수수면,옥수수면,100g,274.000,,5.0,0.7,,62.0,3.0,,,,,,653.000,,0.0,0.0
nutrition_0458,ingredient_0459,중면,국수_중면_말린것,100g,366,10.7,10.4,1.21,3.71,73.94,3.21,2.4,18,0.75,88.0,150.0,1284,0.0,0.33,0.0
nutrition_0459,ingredient_0460,치아바타,치아바타,100g,281.000,,8.0,5.0,,51.0,1.0,,,,,,470.000,,17.0,1.2
nutrition_0460,ingredient_0461,카다이프,카다이프,100g,405.000,,4.8,17.6,,56.8,30.8,,,,,,87.00,,54.4,9.1
nutrition_0461,ingredient_0462,크로와상,크로와상,100g,453.000,,6.67,24.67,,53.33,6.67,,,,,,473.000,,33.33,14.0
nutrition_0462,ingredient_0463,피타브레드,피타브레드,100g,249.000,,8.45,1.13,,52.11,0.7,,,,,,549.000,,0.0,0.0
nutrition_0463,ingredient_0464,간장소스,간장소스,100g,110.000,,4.0,0.0,,23.0,14.0,,,,,,"2,216.000",,0.0,0.0
nutrition_0464,ingredient_0465,겨자소스,겨자소스,100g,120.000,37.0,1.0,2.0,4.93,25.0,21.0,19.4,101.000,2.05,211.0,223.0,700.000,0.0,0.0,0.0
nutrition_0465,ingredient_0466,고추장버터,드실랩 고추장버터,100g,243.000,,3.24,5.75,,46.22,24.56,3.1,14.00,0.53,,146.0,"2,485.000",,3.48,3.84
nutrition_0466,ingredient_0467,느억맘소스,스페셜 느억맘소스,100mL,191.000,,1.89,0.08,,45.79,36.78,,,,,,"1,841.000",,0.0,0.0
nutrition_0467,ingredient_0468,달래양념장,L-소스(달래양념장),100g,104.000,,3.28,5.69,,10.52,5.0,,,,,,"1,295.000",,0.0,0.86
nutrition_0468,ingredient_0469,두반장,두반장,100g,94.00,67.7,3.04,2.41,11.82,15.05,7.63,3.9,23.00,1.25,58.0,296.0,"4,602.000",0.0,0.0,0.4
nutrition_0469,ingredient_0470,땅콩소스,땅콩소스,100g,252.000,,2.0,16.0,,25.0,15.0,,,,,,42.00,,0.0,2.0
nutrition_0470,ingredient_0471,땡초장,땡초다짐장,100g,130.000,,2.8,2.6,,23.9,13.1,,,,,,"1,682.000",,0.0,0.5
nutrition_0471,ingredient_0472,떡볶이소스,떡볶이소스,100g,201.000,47.5,2.78,1.62,4.16,43.95,26.97,3.7,14.00,1.19,89.0,291.0,"1,332.000",0.0,0.0,0.33
nutrition_0472,ingredient_0473,똠얌꿍 페이스트,몬 똠얌꿍 페이스트,100g,261.000,,4.0,15.0,,28.0,26.0,,,,,,"4,996.000",,0.0,2.0
nutrition_0473,ingredient_0474,마라샹궈소스,마라샹궈소스,100g,434.000,,4.55,44.55,,3.64,3.64,,,,,,"2,500.000",,0.0,5.45
nutrition_0474,ingredient_0475,마라소스,마라소스,100g,75.00,,1.7,6.2,,4.0,1.0,1.2,,,,,"1,095.000",,0.0,1.0
nutrition_0475,ingredient_0476,물김치소스,물김치소스,100mL,18.00,,1.0,0.0,,3.0,2.0,,,,,,493.000,,0.0,0.0
nutrition_0476,ingredient_0477,바질페스토,바질페스토,100g,462.000,,4.7,46.0,,9.8,5.5,5.0,,,,,"1,300.000",,0.0,5.3
nutrition_0477,ingredient_0478,발사믹글레이즈,발사믹글레이즈,100g,330.000,,0.0,16.0,,46.0,46.0,,,,,,340.000,,0.0,2.2
nutrition_0478,ingredient_0479,발사믹소스,발사믹소스,100g,150.000,,0.0,10.0,,15.0,14.0,,,,,,790.000,,0.0,0.8
nutrition_0479,ingredient_0480,볼로네제소스,미트볼로네제소스,100g,113.000,,4.67,5.33,,12.0,4.67,,,,,,733.000,,20.0,1.73
nutrition_0480,ingredient_0481,불고기소스,불고기소스,100g,181.000,49.4,2.17,0.01,5.44,42.98,28.19,0.6,7.00,0.61,32.0,150.0,"1,964.000",0.0,0.0,0.0
nutrition_0481,ingredient_0482,살사소스,살사소스,100g,29.00,89.3,1.52,0.17,2.39,6.64,4.01,1.9,30.00,0.42,33.0,275.0,711.000,1.9,0.0,0.0
nutrition_0482,ingredient_0483,샤브샤브소스,시원샤브샤브소스,100g,119.000,,4.67,2.21,,22.81,9.92,,,,,,"2,446.000",,3.18,0.54
nutrition_0483,ingredient_0484,소갈비소스,갈비소스,100g,150.000,,0.0,0.0,,40.0,25.0,,,,,,650.000,,0.0,0.0
nutrition_0484,ingredient_0485,스리라차소스,스리라차소스,100g,75.00,77.2,2.14,0.45,4.48,15.68,12.73,2.7,26.00,0.91,49.0,356.0,"1,112.000",54.73,0.0,0.0
nutrition_0485,ingredient_0486,스파게티소스,스파게티소스,100g,55.00,,1.0,1.9,,8.0,4.0,,,,,,560.000,,0.0,0.3
nutrition_0486,ingredient_0487,양념간장,양념간장소스,100g,114.000,,9.0,3.2,,13.0,0.0,,,,,,"2,280.000",,0.0,0.0
nutrition_0487,ingredient_0488,양념장,양념장,100g,220.000,,4.0,1.2,,48.0,39.0,,,,,,"2,020.000",,0.0,0.0
nutrition_0488,ingredient_0489,양념치킨소스,양념치킨소스,100g,175.000,,10.0,5.0,,20.0,9.0,,,,,,800.000,,25.0,0.0
nutrition_0489,ingredient_0490,월남쌈소스,월남쌈소스,100g,135.000,,0.8,0.0,,33.0,33.0,,,,,,"1,570.000",,0.0,0.0
nutrition_0490,ingredient_0491,조미소스,액상조미소스,100g,53.00,,3.33,0.0,,10.0,10.0,,,,,,"6,467.000",,0.0,0.0
nutrition_0491,ingredient_0492,참깨드레싱,참깨드레싱,100g,305.000,,2.0,26.0,,16.0,16.0,,,,,,890.000,,15.0,4.3
nutrition_0492,ingredient_0493,참소스,참소스,100g,133.000,,3.0,4.7,,21.0,17.0,,,,,,902.000,,0.0,0.0
nutrition_0493,ingredient_0494,초대리,초대리,100g,186.000,,0.04,0.08,,46.27,43.91,,,,,,"2,960.000",,0.0,0.03
nutrition_0494,ingredient_0495,초코소스,롱비치 초코소스,100mL,332.000,,10.5,2.0,,68.0,60.0,,,,,,328.000,,0.0,0.0
nutrition_0495,ingredient_0496,치폴레소스,치폴레소스,100g,200.000,,15.0,12.0,,8.0,5.0,,,,,,440.000,,55.0,0.0
nutrition_0496,ingredient_0497,크림소스,크림소스,100g,85.00,,0.0,5.0,,10.0,0.0,,,,,,520.000,,15.0,4.0
nutrition_0497,ingredient_0498,타르타르소스,타르타르소스,100g,475.000,67.0,0.0,46.0,1.96,15.0,11.0,0.5,26.00,0.2,17.0,68.0,820.000,0.0,20.0,7.0
nutrition_0498,ingredient_0499,타바스코소스,타바스코 페퍼 소스,100mL,18.00,,1.0,0.7,,2.0,0.0,,,,,,687.000,,0.0,0.2
nutrition_0499,ingredient_0500,트러플소스,트러플소스,100g,136.000,,1.7,13.0,,3.1,1.0,,,,,,388.000,,0.0,1.9
nutrition_0500,ingredient_0501,피스타치오 스프레드,피스타치오스프레드,100g,"1,364.000",,22.0,95.0,,106.0,104.0,,,,,,17.00,,44.0,39.0
nutrition_0501,ingredient_0502,피시소스,"멸치, 액젓, 수입산",100g,51.00,66.5,8.08,0.1,20.9,4.38,2.85,0.4,33.00,1.01,13.0,241.0,"9,066.000",0.0,0.0,0.0
nutrition_0502,ingredient_0503,해선장,해선장,100g,230.000,39.0,1.65,3.26,7.65,48.42,44.03,1.4,22.00,0.48,21.0,90.0,"2,899.000",0.0,1.39,0.22
nutrition_0503,ingredient_0504,허니머스타드,핫허니머스타드,100g,325.000,,1.25,25.0,,22.5,17.5,,,,,,600.000,,11.25,4.75
nutrition_0504,ingredient_0505,허니머스터드,허니머스터드소스,100g,400.000,51.9,2.0,38.0,,13.0,12.0,1.0,24.00,0.61,47.0,64.0,540.000,0.1,0.3,20.0
