RCP_SNO,CKG_NM,CRAWL_COMMENT_CNT,CRAWL_COOK_REVIEW_CNT
7035824,간장떡볶이,0.0,
7035826,밀떡볶이,0.0,
7035850,묵은지김밥,0.0,
7035858,돼지국밥,0.0,1.0
7035869,미쯔라떼,0.0,
7035877,콩나물국,0.0,
7035921,돼지두루치기,0.0,
7035927,미소곰탕,0.0,
7035955,배숙,0.0,
7035971,라면팟타이,0.0,1.0
7036041,스위트메쉬드동파육,0.0,
7036104,크림슈페너,0.0,
7036177,팽이버섯계란전,0.0,2.0
7036181,허니라떼,0.0,
7036196,허니갈릭또띠아피자,0.0,1.0
7036254,닭다리순살치킨,0.0,
7036298,생오리불고기,0.0,1.0
7036309,삼치조림,0.0,
7036313,배추무물김치,0.0,
7036323,콩불,,
7036333,쌀떡볶이,0.0,
7036348,사골떡만두국,0.0,1.0
7036368,고구마 스틱,0.0,
7036410,밤티라미수,0.0,
7036414,참치 야채죽,0.0,
7036425,멸치 칼국수,0.0,
7036430,마요네즈김치볶음밥,0.0,
7036433,멸치 고추장볶음,0.0,
7036504,더블초코라떼,0.0,
7036529,오이 레몬수,0.0,
7036541,애호박찌개,0.0,
7036571,백순대볶음,0.0,
7036575,감바스,0.0,
7036609,고구마,0.0,
7036633,레드벨벳 말차라떼,0.0,
7036666,라면유포면,1.0,1.0
7036692,바닐라크림스콘,0.0,
7036700,생강레몬청,0.0,
7036737,고구마 맛탕,0.0,
7036810,둘세오트크림라떼,0.0,
7036832,봄동무침,0.0,
7036835,추어탕,0.0,
7036849,알타리김치,3.0,1.0
7036890,무청 시래기볶음,0.0,
7036904,우삼겹 콩나물불고기,0.0,4.0
7036998,생강청,0.0,
7037021,메이플크림라떼,0.0,
7037055,갓김치,2.0,
7037096,두부찌개,0.0,
7037141,땅콩헤이즐넛라떼,0.0,
7037175,양념돼지갈비,0.0,
7037261,얼갈이배추김치,0.0,
7037290,황태해장국,0.0,
7037306,초코칩스콘,0.0,
7037331,무생채,0.0,
7037340,오이 양파무침,0.0,
7037384,스프라우드 바리스타라떼,0.0,
7037475,김장김치,0.0,2.0
7037501,땅콩카라멜크로플,0.0,
7037576,호박죽,0.0,
7037615,배생강청,0.0,
7037689,시나몬허니라떼,0.0,
7037693,하리보코하쿠토젤리,0.0,
7037752,서더리매운탕,0.0,
7037823,로투스치즈브라우니,0.0,
7037848,마파두부덮밥,0.0,
7037850,김치 칼국수,0.0,1.0
7037872,고추장삼겹살 제육볶음,,
7037881,생고구마사과샐러드,0.0,
7038050,꿀생강청,0.0,1.0
7038072,도넛라떼,0.0,
7038089,양배추 계란샌드위치,0.0,
7038158,간짜파게티,0.0,
7038236,애호박 계란국,0.0,1.0
7038242,김가루 참치마요주먹밥,0.0,
7038383,김장,6.0,2.0
7038439,고구마 누룽지,0.0,
7038509,굴무침,0.0,
7038534,깍두기,0.0,
7038578,무말랭이,0.0,
7038629,브라운치즈라떼,0.0,
7038685,들깨 무나물,0.0,1.0
7038686,모과청,0.0,
7038700,알배기배추김치,0.0,
7038712,오징어 부침개,0.0,
7038721,소이밀크 카라멜마끼야또,0.0,
7038839,통삼겹수육,0.0,
7038843,백김치,0.0,
7038864,동치미,0.0,
7038897,밤티라미수라떼,0.0,
7038916,김장배추김치,0.0,
7038993,돼지등뼈들깨우거지 감자탕,0.0,
7039030,오트헤이즐넛라떼,0.0,
7039180,핫초코,0.0,
7039191,동지팥죽,0.0,
7039214,허니콤보,0.0,4.0
7039262,홍가리비바질페스토치즈구이,2.0,1.0
7039275,쿠키라떼,0.0,
7039515,야채찜,0.0,1.0
7039557,연두부계란카레덮밥,0.0,3.0
7039682,가지 양념구이,2.0,2.0
7039727,수제떡갈비,0.0,
7039957,깐풍두부,0.0,
7040047,단호박롤까스,1.0,1.0
7040327,돼지김치찌개,0.0,
7040500,새우 라이스볼,0.0,
7040504,팥죽,0.0,
7040587,체리초코케이크,0.0,
7040738,파래초무침,0.0,1.0
7040988,리스샐러드,0.0,
